post_date,lastpull_ts,link,price,year,make,model,body,mileage,title_type,city,state,seller,trim,ext_color,int_color,transmission,liters,cylinders,fuel_type,n_doors,ext_condition,int_condition,drive_type,VIN,n_pics
2020-03-21,1584802862,https://cars.ksl.com/listing/6237313,14299,2017,Subaru,Legacy,Sedan,13695.0,,Draper,UT,Dealer,Premium,tungsten metallic,warm ivory,,,4.0,Gasoline,4.0,,,,4S3BNAC66H3045440,31
2020-03-21,1584802864,https://cars.ksl.com/listing/6307382,21985,2015,Ford,F-150,Truck,104166.0,Clean Title,Midvale,UT,Dealer,XLT,black,gray,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1FTEW1EGXFKD45368,29
2020-03-21,1584802865,https://cars.ksl.com/listing/6237310,17489,2019,Subaru,Legacy,Sedan,7816.0,,Draper,UT,Dealer,Premium,crystal white pearl,slate black,,,4.0,Gasoline,4.0,,,,4S3BNAF62K3018934,31
2020-03-21,1584802866,https://cars.ksl.com/listing/6307381,28995,2019,Ford,F-150,Truck,17160.0,Clean Title,Midvale,UT,Dealer,XLT,white,gray,Automatic,,8.0,Flex Fuel,,,,4-Wheel Drive,1FTFW1E53KKD39670,42
2020-03-21,1584802867,https://cars.ksl.com/listing/6220710,31587,2017,Chevrolet,Silverado 1500,Truck,29906.0,,Farmington,UT,Dealer,LT,graphite metallic,jet black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,3GCUKREC1HG186836,50
2020-03-21,1584802867,https://cars.ksl.com/listing/6271234,13900,2002,Ford,F-550,Truck,164273.0,Clean Title,Highland,UT,Owner,XL,white,tan,Manual,,8.0,Diesel,2.0,Excellent,Excellent,RWD,1FDAF56F22ED70055,19
2020-03-21,1584802868,https://cars.ksl.com/listing/6307380,1995,2001,Cadillac,Seville,Sedan,148838.0,Clean Title,Midvale,UT,Dealer,Luxury SLS with Monochrome Package,gold,pewter,Automatic,,8.0,Gasoline,,,,FWD,1G6KS54Y91U223523,20
2020-03-21,1584802868,https://cars.ksl.com/listing/6147093,24000,2011,Ford,F-350,Truck,165500.0,Clean Title,Harrisville,UT,Owner,FX4,,,,,8.0,Diesel,4.0,Good,Very Good,4-Wheel Drive,1FT8W3BT3BEA49273,4
2020-03-21,1584802869,https://cars.ksl.com/listing/5809464,24489,2017,Acura,MDX,Sport Utility,22532.0,,Draper,UT,Dealer,with Technology Package,black copper pearl,parchment,Automatic,,6.0,Gasoline,4.0,,,AWD,5FRYD4H59HB003506,26
2020-03-21,1584802870,https://cars.ksl.com/listing/6307379,3999,2008,Ford,Fusion,Sedan,119691.0,Clean Title,Midvale,UT,Dealer,SE,red,gray,Automatic,,4.0,Gasoline,,,,FWD,3FAHP07Z28R149692,21
2020-03-21,1584802870,https://cars.ksl.com/listing/6106898,23995,2019,Ram,1500 Classic,Truck,24209.0,Clean Title,Draper,UT,Dealer,SLT,black,diesel gray/black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7TT2KS596836,24
2020-03-21,1584802871,https://cars.ksl.com/listing/6145606,33000,2017,Ram,1500,Truck,22991.0,,Bountiful,UT,Dealer,,gray,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7PTXHS630590,39
2020-03-21,1584802872,https://cars.ksl.com/listing/6324032,32900,2016,Ford,F-150,Truck,76000.0,Rebuilt/Reconstructed Title,Eagle Mountain,UT,Owner,,white,black,Automanual,,6.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,1FTEW1EG0GFA14309,30
2020-03-21,1584802872,https://cars.ksl.com/listing/6220703,15000,2015,Mini,Cooper,Hatchback,45133.0,,Draper,UT,Dealer,S,gray,black pearl,Automatic,,4.0,Gasoline,2.0,,,FWD,WMWXP7C58F2A37353,6
2020-03-21,1584802873,https://cars.ksl.com/listing/6122194,19000,2015,Ram,1500,Truck,64878.0,,Taylorsville,UT,Dealer,Big Horn,white,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7GT0FS631230,14
2020-03-21,1584802875,https://cars.ksl.com/listing/6288845,7991,2016,Ford,Focus,Sedan,31347.0,,Kaysville,UT,Dealer,SE,ingot silver,black,Automatic,,4.0,Flex Fuel,4.0,,,FWD,1FADP3K26GL307782,21
2020-03-21,1584802876,https://cars.ksl.com/listing/6324031,10995,2015,Chevrolet,Malibu,Sedan,24000.0,Rebuilt/Reconstructed Title,Sandy,UT,Owner,LTZ,white,tan,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,1G11F5SL8FF138052,14
2020-03-21,1584802878,https://cars.ksl.com/listing/6132337,30000,2019,Chevrolet,Silverado 1500,Truck,11587.0,,Woods Cross,UT,Dealer,LT,silver,dark ash/jet black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,2GCVKPEC3K1147934,22
2020-03-21,1584802879,https://cars.ksl.com/listing/6237291,49980,2017,Land Rover,Discovery,Sport Utility,24319.0,,Centerville,UT,Dealer,First Edition,farallon black premium metallic,orange,Automatic,,6.0,Gasoline,4.0,,,,SALRTBBV5HA020407,25
2020-03-21,1584802880,https://cars.ksl.com/listing/6307362,29955,2017,Chevrolet,Traverse,Sport Utility,28882.0,,Boise,ID,Dealer,Premier,iridescent pearl tricoat,dark titanium/light titanium,Automatic,,6.0,Gasoline,4.0,,,AWD,1GNKVJKD4HJ168642,31
2020-03-21,1584802881,https://cars.ksl.com/listing/6254689,16988,2016,Ford,Transit Connect,Minivan,80413.0,,Boise,ID,Dealer,,,,Automatic,,4.0,Gasoline,,,,,NM0LS7F78G1285729,10
2020-03-21,1584802882,https://cars.ksl.com/listing/6237285,28900,2016,Land Rover,Range Rover Evoque,Sport Utility,35994.0,,Centerville,UT,Dealer,SE,firenze red metallic,ebony/ebony,Automatic,,4.0,Gasoline,4.0,,,,SALVP2BG2GH086648,24
2020-03-21,1584802883,https://cars.ksl.com/listing/6221085,2795,1999,Toyota,Sienna,Minivan,151767.0,Clean Title,Salt Lake City,UT,Dealer,LE,green,gray,Automatic,,6.0,Gasoline,4.0,Good,Very Good,FWD,4T3ZF13CXXU162371,10
2020-03-21,1584802883,https://cars.ksl.com/listing/6285993,2695,2004,Volvo,V70,Wagon,135797.0,Clean Title,Salt Lake City,UT,Dealer,,black,black,Automatic,,5.0,Gasoline,4.0,Good,Very Good,FWD,YV1SW64A042374822,12
2020-03-21,1584802885,https://cars.ksl.com/listing/6216137,17995,2019,Nissan,Altima,Sedan,9084.0,Clean Title,Lehi,UT,Dealer,2.5 SR,orange,black,Automatic,,4.0,Gasoline,4.0,,,FWD,1N4BL4CV4KC195980,16
2020-03-21,1584802899,https://cars.ksl.com/listing/6307339,23998,2017,Mazda,CX-5,Sport Utility,23027.0,,Pocatello,ID,Dealer,Grand Select,machine gray metallic,black,Automatic,,4.0,Gasoline,4.0,,,AWD,JM3KFBDL2H0201151,16
2020-03-21,1584802900,https://cars.ksl.com/listing/6307337,6998,2008,Honda,Accord,Sedan,141098.0,,Pocatello,ID,Dealer,LX-P,taffeta white,gray,Automatic,,4.0,Gasoline,4.0,,,,JHMCP26418C008387,12
2020-03-21,1584802900,https://cars.ksl.com/listing/6307334,31498,2015,GMC,1500,Truck,61271.0,,Pocatello,ID,Dealer,Denali,iridium metallic,jet black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,3GTU2WEC3FG190477,0
2020-03-21,1584802901,https://cars.ksl.com/listing/5970362,25988,2013,Chevrolet,Tahoe,Sport Utility,98646.0,,Caldwell,ID,Dealer,LTZ,white diamond tricoat,ebony w/custom perforated leather-appointed seat t,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1GNSKCE00DR288219,21
2020-03-21,1584802902,https://cars.ksl.com/listing/6321505,10482,2012,Mercedes-Benz,C-Class,Sedan,104395.0,,Provo,UT,Dealer,C 300,white,cappuccino,Automatic,,6.0,Gasoline,4.0,,,AWD,WDDGF8BB5CF895602,30
2020-03-21,1584802903,https://cars.ksl.com/listing/6237253,38000,2019,Chevrolet,Suburban,Sport Utility,47845.0,,Sandy,UT,Dealer,LT,summit white,jet black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1GNSKHKC0KR107709,23
2020-03-21,1584802903,https://cars.ksl.com/listing/6320859,39376,2017,Toyota,Tundra,Truck,29930.0,,Rock Springs,WY,Dealer,,blazing blue pearl,black,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,5TFHY5F16HX630164,0
2020-03-21,1584802906,https://cars.ksl.com/listing/6237252,22197,2019,Honda,Civic,Hatchback,5760.0,,Sandy,UT,Dealer,EX,,gray,Automatic,,4.0,Gasoline,4.0,,,,SHHFK7H64KU224168,23
2020-03-21,1584802908,https://cars.ksl.com/listing/6122186,43195,2019,Jeep,Wrangler,Sport Utility,30330.0,Clean Title,Orem,UT,Dealer,Sahara,black,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4HJXEG3KW565101,43
2020-03-21,1584802908,https://cars.ksl.com/listing/6237251,18250,2019,Hyundai,Tucson,Sport Utility,22010.0,,Sandy,UT,Dealer,SE,gemstone red,black,Automatic,,4.0,Gasoline,4.0,,,AWD,KM8J2CA42KU895175,22
2020-03-21,1584802909,https://cars.ksl.com/listing/5988747,5995,2004,Ford,F-350,Truck,270640.0,Clean Title,Salt Lake City,UT,Dealer,XLT,silver,grey,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FTSW31P84ED98104,9
2020-03-21,1584802910,https://cars.ksl.com/listing/6122184,33995,2019,Chevrolet,Silverado 1500,Truck,16283.0,Clean Title,Orem,UT,Dealer,LT,silver,dark ash/jet black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,2GCVKPECXK1110928,31
2020-03-21,1584802911,https://cars.ksl.com/listing/6220674,13190,2018,Kia,Soul,Sedan,41617.0,Clean Title,Salt Lake City,UT,Dealer,+,clear white,black,Automatic,,4.0,Gasoline,4.0,,,FWD,KNDJP3A59J7899106,22
2020-03-21,1584802911,https://cars.ksl.com/listing/6122183,27495,2016,Ford,F-150,Truck,58935.0,Clean Title,Orem,UT,Dealer,XLT,black,medium earth gray,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1FTEW1EF8GKE67186,32
2020-03-21,1584802912,https://cars.ksl.com/listing/6277139,9000,2000,Ford,F-250,Truck,332000.0,Clean Title,Stone,ID,Owner,Limited,white,gray,Manual,,8.0,Gasoline,4.0,Good,Good,,1FTNF20L5YEC46972,2
2020-03-21,1584802912,https://cars.ksl.com/listing/6324024,7995,2013,Nissan,Rogue,Sport Utility,51000.0,Rebuilt/Reconstructed Title,Sandy,UT,Owner,SV,red,gray,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,AWD,JN8AS5MV6DW627732,12
2020-03-21,1584802913,https://cars.ksl.com/listing/6122181,33995,2018,Ford,F-150,Truck,24700.0,Clean Title,Orem,UT,Dealer,XLT,gray,medium earth gray,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1FTEW1E55JKE88379,31
2020-03-21,1584802914,https://cars.ksl.com/listing/6148887,3850,2005,BMW,X3,Crossover,185000.0,Clean Title,West Valley City,UT,Owner,,gray,black,Automanual,,6.0,Gasoline,,Very Good,Excellent,AWD,WBXPA934X5WD15591,41
2020-03-21,1584802915,https://cars.ksl.com/listing/6122179,33295,2017,Ford,F-150,Truck,75844.0,Clean Title,Orem,UT,Dealer,Lariat,blue,black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1FTEW1EF9HKC93999,42
2020-03-21,1584802916,https://cars.ksl.com/listing/6122178,32495,2016,Ram,1500,Truck,56146.0,Clean Title,Orem,UT,Dealer,Rebel,black,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7YT1GS186884,41
2020-03-21,1584802917,https://cars.ksl.com/listing/6289091,13995,2019,Nissan,Sentra,Sedan,23259.0,Clean Title,South Salt Lake,UT,Dealer,SR,gray,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,3N1AB7AP9KY319105,38
2020-03-21,1584802917,https://cars.ksl.com/listing/6274608,6250,2005,Buick,LeSabre,Sedan,76901.0,Clean Title,Provo,UT,Owner,Custom,gray,gray,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,FWD,1G4HP52K75U108279,11
2020-03-21,1584802918,https://cars.ksl.com/listing/6122172,13998,2018,Hyundai,Elantra,Sedan,12499.0,,Highland,UT,Dealer,SE,black,black,,,4.0,Gasoline,4.0,,,FWD,5NPD74LF9JH395210,21
2020-03-21,1584802919,https://cars.ksl.com/listing/6220662,18864,2014,Toyota,Venza,Sport Utility,37739.0,,St. George,UT,Dealer,XLE,blizzard pearl,ivory,Automatic,,6.0,Gasoline,4.0,,,AWD,4T3BK3BB4EU105498,27
2020-03-21,1584802921,https://cars.ksl.com/listing/5867921,10999,2014,Chevrolet,Malibu,Sedan,85540.0,Clean Title,Ogden,UT,Dealer,LT,white,gray,Automatic,,4.0,Gasoline,,,,FWD,1G11E5SL3EF240151,17
2020-03-21,1584802921,https://cars.ksl.com/listing/6191104,8988,1990,Chevrolet,P30,,101863.0,,Boise,ID,Dealer,,,,Automatic,,8.0,Gasoline,,,,,1GBJP37N0L3304844,11
2020-03-21,1584802923,https://cars.ksl.com/listing/6145695,10495,2015,Nissan,Altima,Sedan,65165.0,Clean Title,Orem,UT,Dealer,2.5 S,gray,cloth,Automatic,,4.0,Gasoline,,,,FWD,1N4AL3AP2FN332175,23
2020-03-21,1584802925,https://cars.ksl.com/listing/6219374,10999,2016,Subaru,Crosstrek,Hatchback,78243.0,Rebuilt/Reconstructed Title,Salt Lake City,UT,Owner,2.0i Premium,silver,black,Automatic,,4.0,Gasoline,4.0,Very Good,Very Good,AWD,JF2GPABC8G8347614,17
2020-03-21,1584802926,https://cars.ksl.com/listing/5937025,74495,2019,Cadillac,Escalade ESV,Sport Utility,22025.0,,Rexburg,ID,Dealer,Platinum,black raven,jet black with jet black accents,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,1GYS4KKJ9KR276460,21
2020-03-21,1584802926,https://cars.ksl.com/listing/6106862,10750,2017,Nissan,Versa Note,Hatchback,20727.0,,Ogden,UT,Dealer,S Plus,white,charcoal,Automatic,,4.0,Gasoline,4.0,,,FWD,3N1CE2CP7HL373783,18
2020-03-21,1584802928,https://cars.ksl.com/listing/6129862,8495,2013,Mazda,Mazda3,Sedan,58351.0,Clean Title,Springville,UT,Dealer,i Touring,gray,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,JM1BL1VP3D1792480,42
2020-03-21,1584802929,https://cars.ksl.com/listing/6160638,65875,2019,Ford,F-550,Truck,99.0,,Hyde Park,UT,Dealer,XL,white,gray,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FDUF5HTXKEG74640,34
2020-03-21,1584802929,https://cars.ksl.com/listing/6324023,8499,2012,Chevrolet,Impala,Sedan,62000.0,Clean Title,Clinton,UT,Owner,LT,black,tan,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,FWD,2G1WG5E32C1108546,15
2020-03-21,1584802930,https://cars.ksl.com/listing/6122166,9000,2012,Kia,Optima,Sedan,82806.0,,Salt Lake City,UT,Dealer,EX,red,beige,Automatic,,4.0,Gasoline,4.0,,,,5XXGN4A73CG067343,59
2020-03-21,1584802931,https://cars.ksl.com/listing/5937021,22995,2017,Chrysler,Pacifica,Minivan,57832.0,,Rexburg,ID,Dealer,Touring-L Plus,molten silver,black/alloy,Automatic,,6.0,Gasoline,,,,FWD,2C4RC1EGXHR659988,19
2020-03-21,1584802931,https://cars.ksl.com/listing/6324022,10500,2014,Mazda,CX-5,SUV,121000.0,Clean Title,West Valley City,UT,Owner,,gray,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,AWD,JM3KE4DY3E0418911,8
2020-03-21,1584802934,https://cars.ksl.com/listing/6094440,7995,2010,Dodge,Charger,Sedan,64700.0,Clean Title,Springville,UT,Dealer,R/T,white,charcoal,Automatic,5.7,8.0,Gasoline,4.0,Very Good,Very Good,RWD,2B3AA4CT3AH288545,46
2020-03-21,1584802935,https://cars.ksl.com/listing/6324021,16000,2019,Honda,HR-V,Sport Utility,12035.0,,Salt Lake City,UT,Dealer,LX,black,,Automatic,,4.0,Gasoline,4.0,,,AWD,3CZRU6H36KG700241,40
2020-03-21,1584802936,https://cars.ksl.com/listing/6060966,36995,2018,Lexus,RX,Sport Utility,15200.0,Clean Title,Springville,UT,Dealer,RX 350,white,black,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,FWD,2T2ZZMCA1JC106856,49
2020-03-21,1584802937,https://cars.ksl.com/listing/6324020,25500,2018,Ram,1500,Truck,3466.0,,Salt Lake City,UT,Dealer,Big Horn,black,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7LT0JS333162,55
2020-03-21,1584802938,https://cars.ksl.com/listing/6060954,2495,2001,Lexus,ES 300,Sedan,143141.0,Clean Title,Springville,UT,Dealer,,beige,gray,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,FWD,JT8BF28G010332010,37
2020-03-21,1584802938,https://cars.ksl.com/listing/6324019,11500,2013,Audi,A3,Hatchback,65000.0,Clean Title,Herriman,UT,Owner,Premium,silver,black,Automanual,,4.0,Gasoline,5.0,Very Good,Excellent,FWD,WAUKEAFM1DA026050,1
2020-03-21,1584802940,https://cars.ksl.com/listing/6251934,24900,2016,BMW,4 Series,Coupe,26000.0,Clean Title,Beaverdam,UT,Owner,428i xDrive,blue,black,Automanual,,4.0,Gasoline,4.0,Very Good,Excellent,AWD,WBA4C9C59GG137263,10
2020-03-21,1584802941,https://cars.ksl.com/listing/6101150,14995,2012,Ford,F-150,Truck,125500.0,Clean Title,Springville,UT,Dealer,XLT,white,gray,Automatic,,8.0,Flex Fuel,4.0,Excellent,Excellent,4-Wheel Drive,1FTFW1EF0CFC61397,42
2020-03-21,1584802942,https://cars.ksl.com/listing/6254092,21995,2017,Nissan,Pathfinder,Sport Utility,34180.0,Clean Title,Taylorsville,UT,Dealer,SV,gray,,Automatic,3.5,6.0,Gasoline,,,,4-Wheel Drive,5N1DR2MM2HC903210,37
2020-03-21,1584802942,https://cars.ksl.com/listing/6122161,15000,2019,Subaru,Impreza,Hatchback,1325.0,,Salt Lake City,UT,Dealer,Premium,black,black,Automatic,,4.0,Gasoline,4.0,,,,4S3GTAC69K3716750,65
2020-03-21,1584802944,https://cars.ksl.com/listing/6205981,56997,2019,Ford,F-350,Truck,31561.0,Clean Title,Centerville,UT,Dealer,Lariat,white,,Automatic,,8.0,Diesel,,,,4-Wheel Drive,1FT8W3BT7KEE07653,29
2020-03-21,1584802945,https://cars.ksl.com/listing/6254611,33990,2019,Toyota,Tacoma,Truck,31776.0,,St. George,UT,Dealer,TRD Off Road,gray,gray,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,3TMCZ5AN9KM197972,31
2020-03-21,1584802945,https://cars.ksl.com/listing/6122148,9995,2017,Ford,Focus,Sedan,48060.0,Clean Title,American Fork,UT,Dealer,SE,silver,charcoal black,Automatic,,4.0,Flex Fuel,4.0,,,,1FADP3F21HL304655,26
2020-03-21,1584802946,https://cars.ksl.com/listing/5954127,21995,2013,Chevrolet,Silverado 1500,Truck,77082.0,Clean Title,Richfield,UT,Dealer,LTZ,blue granite metallic,ebony w/leather-appointed front seat trim,Automatic,5.3,8.0,Flex Fuel,4.0,,,4-Wheel Drive,3GCPKTE75DG274571,50
2020-03-21,1584802947,https://cars.ksl.com/listing/6288797,13989,2007,Toyota,Tacoma,Truck,118495.0,Clean Title,Draper,UT,Dealer,,,int_color,,,6.0,Gasoline,,,,4-Wheel Drive,5TELU42N07Z447262,6
2020-03-21,1584802949,https://cars.ksl.com/listing/5830323,11995,2006,Ford,F-250,Truck,155400.0,Clean Title,Pocatello,ID,Dealer,,blue,unspecified,Automatic,,8.0,Diesel,,,,4-Wheel Drive,1FTSW21P76EC56484,13
2020-03-21,1584802950,https://cars.ksl.com/listing/6288796,18989,2015,Subaru,Outback,Sport Utility,70416.0,Clean Title,Draper,UT,Dealer,2.5i Limited,,int_color,,,4.0,Gasoline,,,,,4S4BSANC4F3340217,3
2020-03-21,1584802952,https://cars.ksl.com/listing/6288795,17989,2018,Subaru,Outback,Sport Utility,37343.0,Clean Title,Draper,UT,Dealer,2.5i,,int_color,,,4.0,Gasoline,,,,,4S4BSAAC1J3381547,13
2020-03-21,1584802954,https://cars.ksl.com/listing/5828088,23499,2019,Cadillac,CTS,Sedan,19311.0,,Draper,UT,Dealer,RWD,black raven,jet black with jet black accents,Automatic,,4.0,Gasoline,4.0,,,RWD,1G6AP5SX9K0100482,25
2020-03-21,1584802955,https://cars.ksl.com/listing/6254600,21995,2019,Subaru,Forester,Sport Utility,10070.0,Clean Title,Lindon,UT,Dealer,,white,beige/black,Automatic,,4.0,Gasoline,4.0,Very Good,Excellent,AWD,JF2SKAACXKH483620,19
2020-03-21,1584802956,https://cars.ksl.com/listing/6196162,8600,2008,Honda,Ridgeline,Truck,148000.0,Clean Title,Layton,UT,Owner,,gray,gray,Automatic,,6.0,Gasoline,4.0,Very Good,Very Good,4-Wheel Drive,2HJYK16488H507552,4
2020-03-21,1584802959,https://cars.ksl.com/listing/5846568,21500,2015,Ford,Transit,Van,73048.0,Clean Title,Pleasant Grove,UT,Dealer,XLT,white,gray,Automatic,,6.0,Gasoline,,,,,1FBZX2YG8FKA97837,29
2020-03-21,1584802959,https://cars.ksl.com/listing/5917252,17477,2018,Dodge,Grand Caravan,Minivan,31675.0,Clean Title,Lindon,UT,Dealer,SXT,black onyx crystal pearlcoat,black/light graystone,Automatic,,6.0,Flex Fuel,4.0,,,,2C4RDGCGXJR360705,25
2020-03-21,1584802960,https://cars.ksl.com/listing/5917251,17377,2016,GMC,Terrain,Sport Utility,44078.0,Clean Title,Lindon,UT,Dealer,SLE,iridium metallic,jet black,Automatic,,4.0,Gasoline,4.0,,,AWD,2GKFLTEK0G6278819,23
2020-03-21,1584802961,https://cars.ksl.com/listing/6006701,29900,2015,Ford,F-150,Truck,96479.0,Clean Title,Salt Lake City,UT,Dealer,Platinum,white,maroon,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTEW1EG3FFB83058,58
2020-03-21,1584802962,https://cars.ksl.com/listing/6107403,34990,2015,Ram,2500,Truck,76500.0,,Pinedale,WY,Dealer,Laramie,brilliant black crystal pearlcoat,black,Automatic,6.4,8.0,Gasoline,4.0,,,4-Wheel Drive,3C6UR5NJ6FG682965,34
2020-03-21,1584802963,https://cars.ksl.com/listing/5917239,12077,2018,Ford,Focus,Sedan,44524.0,Clean Title,Salt Lake City,UT,Dealer,SE,white,,,,4.0,Flex Fuel,4.0,,,,1FADP3F23JL237207,22
2020-03-21,1584802964,https://cars.ksl.com/listing/5899617,1299,2005,Toyota,Camry,Sedan,225574.0,Clean Title,Midvale,UT,Dealer,LE,black,,Automatic,,6.0,Gasoline,4.0,,,FWD,JTDBF32K650165579,25
2020-03-21,1584802964,https://cars.ksl.com/listing/6324007,13995,2015,Toyota,Camry,Sedan,51689.0,Clean Title,Orem,UT,Dealer,LE,white,cloth,Automatic,,4.0,Gasoline,,,,FWD,4T1BF1FK6FU922131,21
2020-03-21,1584802965,https://cars.ksl.com/listing/6102297,26291,2017,Ford,Fusion,Sedan,10679.0,,Blackfoot,ID,Dealer,SE,shadow black,,Automatic,,4.0,Gasoline,,,,FWD,3FA6P0HDXHR105224,22
2020-03-21,1584802966,https://cars.ksl.com/listing/6237166,19894,2019,Jeep,Renegade,Sport Utility,4714.0,,Boise,ID,Dealer,Altitude,colorado red clearcoat,black,Automatic,,4.0,Gasoline,4.0,,,FWD,ZACNJABB7KPK01072,18
2020-03-21,1584802966,https://cars.ksl.com/listing/6306990,14233,2016,Hyundai,Santa Fe,Sport Utility,76195.0,,Bountiful,UT,Dealer,,mineral gray,gray,Automatic,2.4,4.0,Gasoline,4.0,,,AWD,5XYZTDLB5GG342440,30
2020-03-21,1584802967,https://cars.ksl.com/listing/6221144,14599,2018,Ford,Escape,Sport Utility,7303.0,,Las Vegas,NV,Dealer,SE,,charcoal black,Automatic,,4.0,Gasoline,4.0,,,FWD,1FMCU0GD3JUC18501,31
2020-03-21,1584802967,https://cars.ksl.com/listing/6307281,29999,2012,Ram,2500,Truck,129403.0,,Sandy,UT,Dealer,Big Horn,,,Automatic,,6.0,Diesel,,,,4-Wheel Drive,3C6UD5DL0CG214887,0
2020-03-21,1584802969,https://cars.ksl.com/listing/6307280,28334,2016,Ford,F-150,Truck,68415.0,,Sandy,UT,Dealer,,,,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1FTEW1EPXGKF27381,0
2020-03-21,1584802971,https://cars.ksl.com/listing/6307279,15850,2011,Dodge,Durango,Sport Utility,76187.0,,Sandy,UT,Dealer,Citadel,brilliant black crystal pearl,,Automatic,,8.0,Gasoline,,,,AWD,1D4SE5GT9BC647508,23
2020-03-21,1584802972,https://cars.ksl.com/listing/6175154,1999,2007,Chrysler,Pacifica,Sport Utility,105855.0,Clean Title,Midvale,UT,Dealer,,red,,Automatic,,6.0,Gasoline,4.0,,,FWD,2A8GM48L47R121230,25
2020-03-21,1584802973,https://cars.ksl.com/listing/6307277,21250,2017,Infiniti,QX30,Sport Utility,41122.0,,Sandy,UT,Dealer,Premium,,,Automatic,,4.0,Gasoline,,,,AWD,SJKCH5CR0HA023469,2
2020-03-21,1584802974,https://cars.ksl.com/listing/5937006,1995,2003,Ford,Explorer,Sport Utility,186189.0,Rebuilt/Reconstructed Title,Bountiful,UT,Dealer,Eddie Bauer,red fire,medium parchment,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1FMDU74W83ZA39301,21
2020-03-21,1584802976,https://cars.ksl.com/listing/6237146,32600,2017,Lexus,RX,Sport Utility,56805.0,,Lindon,UT,Dealer,RX 350,eminent white pearl,parchment,Automatic,,6.0,Gasoline,4.0,,,AWD,JTJBZMCA1H2014531,40
2020-03-21,1584802977,https://cars.ksl.com/listing/6288784,26999,2017,Cadillac,CT6,Sedan,13838.0,,Woods Cross,UT,Dealer,Premium Luxury AWD,black raven,jet black,Automatic,,6.0,Gasoline,4.0,,,AWD,1G6KF5RS9HU192762,31
2020-03-21,1584802978,https://cars.ksl.com/listing/6237118,19977,2017,Nissan,Rogue,Sport Utility,32071.0,Clean Title,Salt Lake City,UT,Dealer,SV,glacier white,charcoal,Automatic,,4.0,Gasoline,4.0,,,AWD,5N1AT2MV7HC757853,24
2020-03-21,1584802979,https://cars.ksl.com/listing/6237151,22987,2016,Hyundai,Genesis,Sedan,29443.0,,Farmington,UT,Dealer,3.8L,parisian gray,black,Automatic,,6.0,Gasoline,4.0,,,,KMHGN4JE5GU132705,50
2020-03-21,1584802980,https://cars.ksl.com/listing/6270926,19800,2016,Subaru,Forester,Sport Utility,19135.0,,Salt Lake City,UT,Dealer,2.5i Premium,crystal black silica,black,,2.5,4.0,Gasoline,4.0,,,AWD,JF2SJADCXGH522096,43
2020-03-21,1584802981,https://cars.ksl.com/listing/6237137,17415,2017,Ford,C-Max,Hatchback,18467.0,,Draper,UT,Dealer,Titanium,ruby red tinted,charcoal black,Automatic,,4.0,Hybrid,4.0,,,,1FADP5DU6HL119050,27
2020-03-21,1584802981,https://cars.ksl.com/listing/6237136,34900,2016,Chevrolet,Suburban,Sport Utility,79424.0,,Draper,UT,Dealer,LTZ,slate grey metallic,jet black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1GNSKJKC6GR187127,30
